,artist,biography,listeners,playcount
360,Biffy Clyro,"Biffy Clyro is an alternative rock band which formed in Kilmarnock, Scotland in 1995. The band consists of Simon Neil (vocals, guitar), James Johnston (bass, vocals) and his twin brother Ben (drums, vocals). The band has released ten albums since their formation: ""Blackened Sky"" (2002), ""The Vertigo of Bliss"" (2003), ""Infinity Land"" (2004), ""Puzzle"" (2007), ""Only Revolutions"" (2010) , ""Opposites"" (2013) and ""Ellipsis"" (2016), ""Balance, Not Symmetry"" (2019), ""A Celebration of Endings"" (2020), and ""The Myth of the Happily Ever After"" (2021). Read more on Last.fm",1103334,52518963
361,Vishwash Rangila,Read more on Last.fm,10,13
362,suxingcyu,Read more on Last.fm,496,1916
363,Paty Cantú,"Patricia Giovanna Cantú Velasco, known professionally as Paty Cantú, is a Mexican pop singer and songwriter. Born in Houston, Texas, Cantú began her career as part of the pop/rock duo Lu. On July 27th she released her first solo single, named Déjame Ir. Early in 2009 she released her first solo album Me Quedo Sola which features songs like No Fue Suficiente and Un Amor Diferente.

In 2010, she's back with a whole new album: Afortunadamente No Eres Tú and its lead single with the same name. Its second single is Clavo que Saca Otro Clavo. Read more on Last.fm",126524,2612199
364,Billy Fury,"Billy Fury (born Ronald Wycherley, 17 April 1940 – 28 January 1983) was an English singer from the late 1950s to the mid 1960s, and remained an active songwriter until the 1980s. An early British rock and roll (and film) star, he equalled the Beatles' record of 24 hits in the 1960s, and spent 332 weeks on the UK chart, without a chart-topping single or album. Rheumatic fever, which he first contracted as a child, damaged his heart and ultimately contributed to his death. Read more on Last.fm",123067,760274
365,Mundell Lowe,"James Mundell Lowe (April 21, 1922 – December 2, 2017) was an American jazz guitarist whose career began when he was thirteen years old. He spent many years working in radio, television, and film, and many years as a session musician. He played with Benny Goodman, Jimmy Dorsey, Tommy Dorsey, Red Norvo, Sauter-Finegan Orchestra, Billie Holiday, Lester Young, Charlie Parker, Charles Mingus, Bill Evans, Benny Carter, Miles Davis, Ella Fitzgerald, Johnny Hodges Read more on Last.fm",4250,29741
366,Phan Đinh Tùng,"Tên thật: Phan Thy Phương Tùng

Ngày sinh: 26/12 - Quốc gia: Việt Nam

Công ty đại diện: Ca sĩ Tự Do
Phan Đinh Tùng là cựu thành viên của nhóm nhạc MTV rất được yêu thích trước đây, sau khi cùng MTV phát hành được 2 album thì nhóm có sự thay đổi lớn. Phan Đinh Tùng chính thức tách ra và bắt đầu sự nghiệp solo của mình.
Ngoài khả năng ca hát, Phan Đinh Tùng còn sáng tác được rất nhiều ca khúc Read more on Last.fm",2784,32239
367,Kurara,See the Cyrillic spelling Курара. Read more on Last.fm,8267,74097
368,レベル27,Read more on Last.fm,113,1118
369,PENPALS,"Penpals are a band from Japan and are responsible for the opening theme for the anime 'Berserk', titled ""Tell me Why"" among many others, and have currently released a number of Albums, singles, and music DVDs.

The band broke up in 2005 with Takashi joining REVERSLOW. 

After reuniting all of their original members in February of 2011, PENPALS has announced that they will be releasing an album with new songs including a self-cover of their hit song “TELL ME WHY“ Read more on Last.fm",96217,1038601
370,O Rappa,"O Rappa (pronounced ""Oh Hah-pah"") is a popular Brazilian reggae/rock band from Rio de Janeiro. Their sound is a rich, refreshing meddle of reggae and rock often combined with elements of funk, hip-hop, rap and samba. They are also known for their smart, socially conscious lyrics; the members themselves work on numerous social projects in the country.

Current Formation
    * Marcelo Falcão - vocals
    * Xandão (Alexandre Menezes) - guitars
    * Lauro Farias - bass Read more on Last.fm",406655,14291320
371,Jarod,"Jarod are a four-piece french post-hardcore band from Bethune, France. They combine bright melodies, amazing vocals and charming guitar soloing, creating their unique sound.

For now, they've only released a split EP together with From Dying Skies titled Lightning The Skylines.

More info is available on their myspace:
http://www.myspace.com/jarodband.  Read more on Last.fm",6576,102512
372,The Obsessed,"The Obsessed is a doom metal band from Maryland led by Scott ""Wino"" Weinrich, who also fronted Saint Vitus, Spirit Caravan, Place of Skulls and The Hidden Hand.

The band originally formed in the late 1970s, in Potomac, Maryland led by Wino. Later on the group moved into a band house in Rockville, Maryland where some of their most creative and hardest music was written. Before this move however original guitar player John Reese went his separate way. Read more on Last.fm",74499,1374879
373,New Orleans Rhythm Kings,"The New Orleans Rhythm Kings (nicknamed NORK) were one of the most influential jazz bands of the early to mid-1920s. The band was a combination of New Orleans and Chicago musicians who helped shape Chicago Jazz and influenced many younger jazz musicians.
The group recorded a series of records for Gennett Records in 1922 and 1923. On two of these sessions, they were joined by pianist and composer Jelly Roll Morton. 

The New Orleans Rhythm Kings in its earliest stages was the brainchild of drummer Mike ""Ragbaby"" Stevens Read more on Last.fm",16936,112212
374,Orleans,"Orleans is an American pop-rock band best known for its hits Dance With Me (1975), Still the One (1976), and Love Takes Time (1979). Orleans began as a trio in 1972 in Woodstock NY. Guitarist John Hall, drummer Wells Kelly and multi-instrumentalist Larry Hoppen played tirelessly all over the Northeast and up / down the Eastern “corridor” for nine months, then added Lance Hoppen (Larry’s brother) fresh out of high school on bass to form the quartet that would record its debut LP in 1973 at the legendary Muscle Shoals Studio in Alabama.  Read more on Last.fm",238309,1438387
375,Inder Jeet,Read more on Last.fm,157,766
376,D.R.L,Read more on Last.fm,9,13
377,程佳佳,Read more on Last.fm,2065,16295
378,Fariz RM,"Fariz Rustam Munaf (born in Jakarta on 5 January 1959), better known as Fariz RM, is an Indonesian musician and audio-visual artist. Beginning his career in 1977, he has released 19 solo albums and three with other artists. He is best known for his songs ""Barcelona"" and ""Sakura"" (Cherry Blossom). Three of his solo songs were listed in Rolling Stone Indonesia's 2009 list ""The 150 Best Indonesian Songs of All Time"", with another of his compositions also listed.  Read more on Last.fm",11650,156068
379,KC & The Sunshine Band,"KC and the Sunshine Band is an American musical group. Founded in 1973, their style has included funk, R&B, and disco.

Their most well known songs include the disco hits ""That's the Way (I Like It)"", ""(Shake, Shake, Shake) Shake Your Booty"", ""I'm Your Boogie Man"", ""Keep It Comin' Love"", ""Get Down Tonight"", ""Give It Up"", and ""Please Don't Go"".
They took their name from Casey's last name (""KC"") and the ""Sunshine Band"" from a type of amphetamines.
 Read more on Last.fm",523298,4148763
380,PH Paulo Henrique,Read more on Last.fm,1187,7592
381,Atahualpa Yupanqui,"Atahualpa Yupanqui (22 January 1908 - 23 May 1992) was an Argentine singer, songwriter, guitarist, and writer.

Yupanqui was born Héctor Roberto Chavero Haram in Pergamino (Buenos Aires Province), in the Argentine pampas, about 200 kilometers away from Buenos Aires. His family moved to Tucumán when he was ten. In a bow to two legendary Incan kings, he adopted the stage name Atahualpa Yupanqui, which became famous the world over.

In his early years Read more on Last.fm",79288,910561
382,CeeLo Green,"Thomas DeCarlo Callaway (born May 30, 1975), best known as Cee-Lo Green (sometimes rendered as Cee Lo Green), is an American singer-songwriter, rapper, record producer, actor and talent show TV series judge. CeeLo came to initial prominence as a member of the southern hip hop group Goodie Mob, and as part of the soul duo Gnarls Barkley with Danger Mouse. Subsequently he embarked on a solo career, partially spurred by YouTube popularity. His work has earned numerous awards and accolades, including five Grammy Awards. Read more on Last.fm",1573411,17307314
383,Olivia Keast,Read more on Last.fm,1559,4680
384,Veer Sukhwant,Read more on Last.fm,50,595
385,Johnny Otis,"Johnny Otis (born Ioannis (Yannis) Veliotes on December 28, 1921 in Vallejo, California - died on January 17, 2012 in Los Angeles, California) was an American blues and rhythm and blues pianist, vibraphonist, drummer, singer, bandleader, and impresario. Johnny Otis was one of the most prominent white figures in the history of black R&B. 

After playing in a variety of swing orchestras, including Lloyd Hunter's Serenaders, he founded his own band in 1945 and had one of the most enduring hits of the big band era, ""Harlem Nocturne"". Read more on Last.fm",70896,285541
386,Leo Hart and the City Line,Read more on Last.fm,4,5
387,Second,"There are two bands named Second 


1. Second is a Spanish rock group from the city of Murcia.

The group was founded in 1997 by singer Sean Frutos and guitarist Jorge Guirao, with Nando Robles filling the bass spot. 
After their debut album  Private Life (2000), the band added another guitarist Javi Vox together with drummer Fran Guirao. 
Between Second's second and third album Pose (2003) and Invisible (2006), the attention to the band increased as Second won the Global Battle of the Bands contest in London in 2004. Read more on Last.fm",68404,1511438
388,Lucas Gratão e Cristian,Read more on Last.fm,272,406
389,Mansoor Ali Malangi,Read more on Last.fm,236,1396
390,Gerald Levert,"Gerald Levert (July 13 1966 - November 10 2006) was an rhythm and blues singer, one of several from the musical Levert family. His father, Eddie Levert, is the lead singer of the 1970s soul group The O'Jays. Gerald Levert sang with his brother, Sean Levert, and Marc Gordon in the R&B trio LeVert. He was also a member of LSG, an R&B trio also featuring Johnny Gill and Keith Sweat

During the 1980s and early 1990s, Levert scored big hits with ""Pop, Pop Read more on Last.fm",129209,760772
391,Lili & Susie,"Lili & Susie is a swedish disco duo containing the two sisters Inga-Lill (Lili, born 1966) and Susanne (Susie, born 1964) Päivärinta. They were born and raised in Stockholm, Sweden.  In 1985 the first single Sommar Inatt from their first album Lili & Sussie was released and made them famous in Sweden. After this they planned to promote them selves abroad and released the single Candy Love in 1986, which became a clubhit around the Europe.

But it Read more on Last.fm",34193,232182
392,plastiq,Read more on Last.fm,371,2228
393,Poche,Read more on Last.fm,50,187
394,Gravity,"There is more than one artist or band named Gravity:

1.  Gravity is a progressive rock/metal band based in Cleveland, Ohio. 
Official site: http://www.gravity33.com

2. Gravity is a rapper based out of New York.

3. Gravity is a Melodic Power Metal band from Izumi-ku, Japan with Neo-Classical Metal-elements. They formed 1996 and has released two full-length albums: ""Destiny's Calling"" in 2003 and ""Realized"" in 2006. And two Demos: ""Demo 2002"" in 2002 and ""Demo 2004"" in 2004. Read more on Last.fm",34171,264291
