,artist,biography,listeners,playcount
205,Jazzystics,Read more on Last.fm,42958,298725
206,LISA,"There are at least eight known artists with the name ""Lisa"": two are from Japan, one from Thailand who based in South Korea, one from France, two from Holland, one from USA, and one from Italy. 

1) Risa Oribe (織部里沙 Oribe Risa, born June 24, 1987), better known by her stage name LiSA  is a Japanese singer signed to Aniplex under Sony Music Artists. Her stage name is an acronym for 'Love is Same All', a band she formed in 2008. She is known Read more on Last.fm",1719514,109753616
207,Yusuf / Cat Stevens,"Yusuf Islam (born Steven Demetre Georgiou, 21 July 1948),[1] best known by his former stage name Cat Stevens, is a British musician. He is a singer-songwriter, multi-instrumentalist, educator, philanthropist and prominent convert to Islam.

His albums Tea for the Tillerman and Teaser and the Firecat were both certified as Triple Platinum by the RIAA in the United States; his album Catch Bull at Four sold half a million copies in the first two weeks of release alone, and was Billboard's number-one LP for three consecutive weeks. Read more on Last.fm",924250,15933714
208,The Weeknd,"Abel Makkonen Tesfaye, popularly known as The Weeknd (born February 16, 1990 in Toronto, Ontario, Canada), is a Canadian R&B/hip-hop musician, singer-songwriter and record producer. He chose his stage name in tribute to when he was 17 years old, when, along with his friend La Mar Taylor, he dropped out of high school, took his mattress, and ""left one weekend and never came home"". However, his estranged former producer Jeremy Rose claims the name was his idea. Read more on Last.fm",4906106,976563492
209,Wanda Jackson,"Wanda Jackson (born Wanda Lavonne Jackson, October 20, 1937 in Maud, Oklahoma) is an American rock and roll singer. Having made her debut recordings at the age of nineteen, she became one of the first popular female rock and roll singers in history and as a result, a pioneering and influential figure in female musicianship. She is known as the ""Queen (or First Lady) of Rockabilly.""

Jackson was still in high school when country singer Hank Thompson heard her sing on an Oklahoma City radio show and asked her to record with his band in 1954. Read more on Last.fm",469450,4438284
210,Bad Nerves,"Bad Nerves are a 5-piece Powerpop-RocknRoll band from East London. The bastard child of a Ramones/Strokes one night stand, they play ferociously fast distorted pop songs, with melodies that hook so deep, even the most skilled lobotomist would struggle to scrape them out.  BOBBY NERVES on vocals, WILLIAM PHILLIPSON and GEORGE BERRY on guitars, JONATHAN POULTON on bass and SAMUEL THOMPSON on drums. Read more on Last.fm",179739,3014525
211,Del Water Gap,"Del Water Gap is the solo project of American songwriter, producer, and singer Samuel Holden Jaffe. Born in New Haven, Connecticut, Jaffe currently resides in Brooklyn, New York. His music is known for its intimate nature, drawing inspiration from ""romantic encounters and dimly lit rooms.""

Jaffe's musical journey began while attending boarding school in Millbrook, New York. It was during this time that he adopted the name Del Water Gap, inspired by the sight of it handwritten on the back of a box truck. Read more on Last.fm",600984,17004554
212,Vincent Herring,"Vincent has developed into a virtuoso with a voice that is uniquely intense and vigorous with energy and direction. He is considered one of the premier saxophonists of his generation. 

Vincent first toured Europe and the United States with Lionel Hampton’s big band in the early 1980’s. As he developed his musicianship he began to work with Nat Adderley a liaison that continued for nine years. Along the way he worked and / or recorded with Cedar Walton Read more on Last.fm",30938,99890
213,Dua Lipa,"Dua Lipa (born 22 August 1995) is an English, Albanian, and Kosovar singer, songwriter and actress. She began her career as a model before signing with Warner Bros. Records in 2014. Her self-titled debut studio album was released in 2017 and peaked at number three on the UK Albums Chart. The album included the singles ""Be the One"", ""IDGAF"", and the UK number-one single ""New Rules"". In 2018, she received Brit Awards for British Female Solo Artist and British Breakthrough Act. Read more on Last.fm",3012520,290675437
214,Ayọ,"Ayọ (born as Joy Olasunmibo Ogunmakin, 14 September 1980) is a Nigerian-German singer-songwriter and actress. She uses the Yoruba translation Ayọ or Ayo. of her first name Joy.

Her debut album Joyful, which was first released in 2006, reached Double-Platinum status in France, Platinum in Germany and Poland, Gold status in Switzerland and Italy and Greece. The album was released in the United States on 20 November 2007 by Interscope Records.
 Read more on Last.fm",102089,972831
215,DESTIN CONRAD,"Destin Conrad (born June 25, 2000, Tampa, Florida) is a young American, YouTube star, singer, and songwriter. Destin Conrad started his social media journey as a Vine star and now is also a singer who has created songs like CAUTIOUS, FRAUD and CLOSURE. He has also worked with Kehlani in writing for songs like Water, Everybody Business, Grieving ft James Blake, and Open (Passionate) from her latest album. Read more on Last.fm",299135,6217155
216,Ariana Grande,"Ariana Grande-Butera, better known professionally as simply Ariana Grande, is an American singer, songwriter and actress. She is a multi-platinum, Grammy Award-winning recording artist. Born in Boca Raton, Florida, Grande began her career in 2008 in the Broadway musical ""13"". She rose to prominence for her role as Cat Valentine in the Nickelodeon television series, Victorious (2010–2013) and in its spin-off, Sam & Cat (2013–2014). As she grew interested in pursuing a music career Read more on Last.fm",4069582,940257458
217,Halsey,"Ashley Nicolette Frangipane, known professionally as Halsey, is an American singer and songwriter. Her stage name is a reference to the Halsey Street station of the New York City Subway in Brooklyn, and is an anagram of her first name. Her awards and nominations include four Billboard Music Awards, four iHeartRadio Music Awards, two Teen Choice Awards, one GLAAD Media Award, one Global Award, a Guinness World Record, a MTV Video Music Award and a Grammy Award nomination. Read more on Last.fm",2542926,199500685
218,Diana Krall,"Diana Krall was born into a musical family in Nanaimo, British Columbia, Canada (on November 16, 1964). She began learning the piano at the age of four. In high school, she started playing in a small jazz group. At the age of fifteen, she started playing regularly in several Nanaimo restaurants. She also spent some time in Toronto studying with Canadian Jazz great, Don Thompson (Bass/Piano) and with the  support of the Canada Council for the Arts she moved to the U.S to continue studies and develop her career. Read more on Last.fm",1326555,26873765
219,Ray Charles,"Ray Charles (Ray Charles Robinson,  Albany, Georgia, September 23, 1930 - Beverly Hills, California, June 10, 2004), was an American singer-songwriter, musician, arranger, and band leader. 

As a rock and roll, rhythm & blues, soul, blues, jazz, country and pop musician he helped to shape the sound of rhythm & blues.

He brought a soulful sound to everything from country music (""I Can't Stop Loving You"") to rock and roll (""Mess Around""), to pop standards to a now-iconic rendition of ""America the Beautiful. Read more on Last.fm",2658520,42122867
220,Clube no norte,Read more on Last.fm,10063,31029
221,DARGZ,"DARGZ, a New York City native, brings the city's hip-hop flavor to the current vibrant London jazz scene with his genre-bending eclectic tunes. Residing in London, DARGZ has collaborated with some of the city's finest up-and-coming jazz talent, including the Mercury Prize-nominated drummer Moses Boyd and pianist Charlie Stacey (Yussef Dayes Trio). As a touring musician, DARGZ has performed alongside Vampire Weekend, Haim, and Interpol. Read more on Last.fm",344563,2398904
